,Aridity_Index_Avg,Average Precipitation Trend,GlacierAreaFrac,Mean_Volume_Loss_ssp126,Mean_Volume_Loss_ssp245,Mean_Volume_Loss_ssp370,Mean_Volume_Loss_ssp585,Mean_Initial_Volumes_ssp126,Mean_Initial_Volumes_ssp245,Mean_Initial_Volumes_ssp370,Mean_Initial_Volumes_ssp585,#glaciers
HAR US NUUR,6.543326283373032,-1249545.6461189575,0.0013953277145503,13.29691538461539,14.891361538461544,15.791300000000009,16.093523076923084,16.340300000000006,16.340300000000006,16.340300000000006,16.340300000000006,566
CHUY,7.665382003860106,1340028.948501018,0.0024900539717098,13.4732,14.29137692307692,14.594276923076922,14.632992307692309,14.6489,14.616384615384614,14.6489,14.6489,719
ARAL SEA,1.0745761778817489,-269640007.66773444,0.009123713522216,447.7260153846153,572.8249615384614,656.9094999999998,702.6627692307691,829.1609461538462,830.8824384615383,829.1583769230767,829.1585076923076,16103
YELLOW RIVER,3.984452959189376,7103212.364324406,0.0001842415154529,5.621353846153846,6.4429,6.824823076923076,7.070746153846153,7.669499999999999,7.725146153846153,7.669499999999999,7.669499999999999,287
MEKONG,3.6469693195190023,14852973.05511794,0.0002185581731162,6.885192307692307,7.227761538461538,7.4135307692307695,7.450284615384615,7.473,7.435699999999999,7.473,7.473,405
KAMCHATKA,3.229402112226708,14365619.84982382,0.0036937179224364,8.96045384615385,10.770746153846158,13.47932307692308,14.35116153846154,20.314300000000003,20.314300000000003,20.314300000000003,20.314300000000003,135
SALWEEN,0.972450959824949,-13416790.510401703,0.0047512249674043,53.47402307692309,57.19037692307694,60.221153846153854,61.45230000000001,64.55380000000001,64.23946923076925,64.55380000000001,64.55380000000001,2134
IRRAWADDY,4.091625597279668,21879676.04162056,0.0001125281231637,1.1211769230769233,1.2841538461538464,1.3651384615384616,1.396323076923077,1.4703000000000002,1.4703000000000002,1.4703000000000002,1.4703000000000002,144
INDUS,7.0108083070956555,-2524825.1568265874,0.0314574781916471,958.4714769230768,1296.097753846154,1560.1538769230774,1759.215784615385,2363.0645153846153,2363.127092307692,2363.0625000000005,2363.0591000000004,23419
GANGES,1.2097028733192976,-30516946.23707339,0.0078512915194405,346.5981538461539,399.5868307692308,428.9762846153846,444.2617076923077,471.5400461538462,471.53983846153847,471.5394769230769,471.5399615384616,6552
BRAHMAPUTRA,1.905142638146244,-77086181.84720445,0.0194716840874103,471.4309769230771,529.6816307692309,571.976476923077,588.1626230769232,621.4565000000001,619.4125461538463,621.4565000000001,621.4565000000001,11505
OB,1.6941238202059503,-76358883.36364299,0.000250875475699,30.50923076923076,33.418476923076916,35.504084615384606,36.33453076923076,37.74419999999999,37.74419999999999,37.74419999999999,37.74419999999999,1608
INDIGIRKA,9.07728870812194,-4872448.568745633,0.0005023388656106,7.567069230769233,7.828546153846156,7.916823076923079,7.960223076923079,7.986900000000002,7.986900000000002,7.986900000000002,7.986900000000002,329
YANGTZE,3.3624679135802475,31889190.322757717,0.0009425168765752,75.92275384615385,88.09485384615384,98.32987692307692,102.76973076923076,109.8479,109.87451538461538,109.8479,109.8479,1538
